precision,recall,f1,auc_roc,accuracy,loss
0.8570043625787688,0.8603406326034063,0.8586692569208354,0.9260119849449758,0.8421052694320679,0.8384315371513367
0.9448051948051948,0.5664233576642336,0.7082445999391542,0.929526315710959,0.7398263812065125,0.843621551990509
0.9610591900311527,0.6004866180048661,0.7391434561245882,0.9582982392543498,0.7637004852294922,0.7062162160873413
0.9798705966930266,0.6632603406326034,0.7910621009866512,0.9753984912156649,0.80466628074646,0.5940641760826111
0.9894588896697118,0.6851581508515815,0.8096607245543416,0.9863699221739384,0.8204014897346497,0.5069816708564758
0.9944016794961511,0.6914841849148419,0.8157290470723306,0.992235891881893,0.8258274793624878,0.45053255558013916
0.9965181058495822,0.6963503649635037,0.8198224004583214,0.9950681817164697,0.8293542861938477,0.4049670994281769
0.998631074606434,0.7099756690997567,0.8299203640500569,0.9969713921720438,0.8377645015716553,0.3671237528324127
0.9993288590604027,0.7245742092457421,0.8400564174894217,0.9979649163634627,0.8461747169494629,0.35385662317276
1.0,0.7445255474452555,0.8535564853556485,0.9984712258387894,0.85756915807724,0.33626502752304077
0.8988648090815273,0.8476885644768857,0.872526922113699,0.9380422799739238,0.8619099259376526,0.8477550148963928
0.9599217986314761,0.4778588807785888,0.6380766731643924,0.9356843755640786,0.6977753639221191,0.8738657236099243
0.9702479338842975,0.5712895377128954,0.7191424196018377,0.9585560185040152,0.7512208223342896,0.7294902205467224
0.9832826747720365,0.629683698296837,0.767724710768318,0.9763415933084802,0.7875745892524719,0.5925107002258301
0.9912663755458515,0.6627737226277373,0.7944006999125109,0.988053841253929,0.808735728263855,0.5023599863052368
0.99527983816588,0.7182481751824817,0.8343697003957038,0.9935910230763149,0.8410200476646423,0.42389756441116333
0.9980106100795756,0.732360097323601,0.8447937131630648,0.996479403766143,0.8499728441238403,0.3822065591812134
0.998125,0.7771289537712895,0.8738714090287277,0.9974084831451455,0.8749321699142456,0.34430962800979614
0.9993827160493827,0.7878345498783454,0.8810884353741497,0.9983396510134395,0.8814433217048645,0.32349351048469543
1.0,0.7990267639902676,0.8882878009196646,0.9987877811442236,0.8879544138908386,0.30107370018959045
0.8669879518072289,0.8754257907542579,0.8711864406779661,0.936025396029782,0.8556700944900513,0.7980568408966064
0.9394160583941605,0.6262773722627737,0.7515328467153285,0.9371648161159768,0.7691264152526855,0.7928588390350342
0.9676739283204497,0.67007299270073,0.7918343875790684,0.9643127900575974,0.8035811185836792,0.648542046546936
0.9890185312285518,0.7012165450121655,0.820615034168565,0.9799776531645834,0.8290830254554749,0.532197892665863
0.9959294436906377,0.7143552311435523,0.8319637291017286,0.9905594316922284,0.8391209840774536,0.4447893500328064
0.9986495611073599,0.7197080291970803,0.8365384615384616,0.9949849405004318,0.8431904315948486,0.3969520628452301
0.9993293091884641,0.7250608272506083,0.8403835307388607,0.9972112700849269,0.8464460372924805,0.3617897033691406
0.9993560849967804,0.7552311435523115,0.8603104212860311,0.9983793323099736,0.8632664084434509,0.3308369517326355
0.9993714644877436,0.7737226277372263,0.8721886999451454,0.9987394475349114,0.8735756874084473,0.3166676461696625
1.0,0.7990267639902676,0.8882878009196646,0.9991866825988563,0.8879544138908386,0.30285876989364624
