precision,recall,f1,auc_roc,accuracy,loss
0.9876397881106533,0.9994044073853484,0.9934872705743043,0.9999714992491148,0.9933514595031738,0.3743833005428314
0.9923122412773506,0.9994044073853484,0.9958456973293769,0.9999945190863683,0.9957691431045532,0.2665261924266815
0.998810232004759,1.0,0.9994047619047619,1.0,0.9993956089019775,0.19937929511070251
1.0,1.0,1.0,1.0,1.0,0.15309977531433105
1.0,1.0,1.0,1.0,1.0,0.12002091854810715
1.0,1.0,1.0,1.0,1.0,0.09652052074670792
1.0,1.0,1.0,1.0,1.0,0.07949197292327881
1.0,1.0,1.0,1.0,1.0,0.0666000097990036
1.0,1.0,1.0,1.0,1.0,0.05695752799510956
0.9164847161572053,1.0,0.9564226716035318,0.9981291814803582,0.9537624716758728,0.7080424427986145
0.9888103651354535,1.0,0.9943737044714244,0.9999912305381893,0.9942581057548523,0.37494605779647827
0.9958481613285883,1.0,0.9979197622585438,0.9999996346057579,0.9978845715522766,0.2651125192642212
0.9982164090368609,1.0,0.9991074085093722,1.0,0.9990933537483215,0.19782881438732147
0.9994047619047619,1.0,0.9997022923489134,1.0,0.9996978044509888,0.1513553261756897
0.9994047619047619,1.0,0.9997022923489134,1.0,0.9996978044509888,0.11930809170007706
1.0,1.0,1.0,1.0,1.0,0.09568001329898834
1.0,1.0,1.0,1.0,1.0,0.07894659787416458
1.0,1.0,1.0,1.0,1.0,0.0664401575922966
1.0,1.0,1.0,1.0,1.0,0.0570957288146019
0.8703991705546915,1.0,0.9307095343680709,0.9999389791615664,0.9244484901428223,0.6709938645362854
0.9888103651354535,1.0,0.9943737044714244,0.9999883073842523,0.9942581057548523,0.36023569107055664
0.9905604719764012,1.0,0.995257854179016,1.0,0.995164692401886,0.25279322266578674
0.993491124260355,1.0,0.9967349361828436,1.0,0.9966757297515869,0.18745113909244537
1.0,1.0,1.0,1.0,1.0,0.1436099112033844
1.0,1.0,1.0,1.0,1.0,0.11281859129667282
1.0,1.0,1.0,1.0,1.0,0.09070863574743271
1.0,1.0,1.0,1.0,1.0,0.07481452822685242
1.0,1.0,1.0,1.0,1.0,0.06313000619411469
1.0,1.0,1.0,1.0,1.0,0.05434979498386383
